x1,x2,XOR
-0.7824923145506,-0.7467030674208535,0.0
-0.25766823201599487,0.7888706200821021,1.0
-0.029998575859525367,0.08032609373700916,1.0
0.629114967494566,0.09173011665903874,0.0
-0.19715160481059235,-0.7079291434935089,0.0
0.6166259912302827,0.13496312398331112,0.0
-0.026787555103065408,0.41608470721974355,1.0
0.493068154742772,0.9293411958381714,0.0
-0.4065024852003014,-0.3939469415368215,0.0
0.1858774757237045,-0.3882799482353967,1.0
-0.13618230935453823,0.36264979919126605,1.0
0.12842884020976486,-0.16855965504968573,1.0
-0.48152758097210935,0.67983022700093,1.0
-0.8743814366404883,-0.2165396193939484,0.0
-0.4597489071951921,0.8169174673601907,1.0
0.8987712614776433,-0.2807291732876642,1.0
0.3948883807088648,-0.6607075187282911,1.0
0.5554530267964912,0.6304955106166497,0.0
0.5297887443570546,0.1807076159649179,0.0
-0.5839072528318332,0.024335299179187198,1.0
-0.3918247267135566,0.7760586070741777,1.0
0.8748902581183082,0.21563371546804366,0.0
0.878017118872956,0.9144612538682735,0.0
-0.3549217093283934,-0.8277428227125714,0.0
-0.7187104198935834,0.16853856185778926,1.0
-0.7788878494050058,-0.5408579069727824,0.0
0.5872433524380933,-0.027352481717132893,1.0
0.6084631033476646,0.5934316812662046,0.0
0.436185702740884,0.19237036109505135,0.0
-0.38455650457386614,0.30216545055079047,1.0
-0.5501393699484973,0.8692867660805388,1.0
-0.9395091028629925,-0.8368930762407356,0.0
-0.28233559598857894,-0.3100616156864733,0.0
-0.6048824528245156,-0.8248542431077197,0.0
-0.06034131081778171,-0.7867286064466901,0.0
0.6421878864150004,0.9151117924998553,0.0
-0.12516518871480842,0.3266878142978089,1.0
0.9873404687711762,0.902954753917053,0.0
0.5710135438736768,-0.2691416308796155,1.0
-0.28584646597957053,-0.24428120978055334,0.0
0.47313753383793045,-0.8707940035337187,1.0
-0.503693119517916,0.983476583695988,1.0
0.9638361240824485,0.425115337573309,0.0
-0.9001909457812824,-0.5858919410280237,0.0
-0.7535172257939278,-0.12518544872007986,0.0
